index,omega_sq_real,omega_sq_imag,Omega,is_finite,is_positive,is_real_mode
105.0,604409.7795999902,0.0,2569.076642148282,1.0,1.0,1.0
106.0,644435.1087193234,0.0,2652.7780508770447,1.0,1.0,1.0
107.0,644447.6377052789,0.0,2652.8038381572137,1.0,1.0,1.0
108.0,703165.5279998231,0.0,2771.02283746599,1.0,1.0,1.0
109.0,703165.5281506673,0.0,2771.0228377632125,1.0,1.0,1.0
110.0,707736.4799046583,0.0,2780.0148130106913,1.0,1.0,1.0
111.0,707736.4800429265,0.0,2780.0148132822524,1.0,1.0,1.0
112.0,780861.9672398007,0.0,2920.1049094610667,1.0,1.0,1.0
113.0,780936.4638691925,0.0,2920.244199626391,1.0,1.0,1.0
114.0,898918.0420365492,0.0,3133.0791593956124,1.0,1.0,1.0
115.0,898918.042118995,0.0,3133.07915953929,1.0,1.0,1.0
116.0,945816.2544929399,0.0,3213.7693599670315,1.0,1.0,1.0
117.0,1.0596891253079057e6,0.0,3401.735622937551,1.0,1.0,1.0
118.0,1.0600532474809948e6,0.0,3402.320011770272,1.0,1.0,1.0
119.0,1.1106517291845581e6,0.0,3482.5733133267095,1.0,1.0,1.0
120.0,1.1106517293644138e6,0.0,3482.573313608688,1.0,1.0,1.0
121.0,1.1257312388196185e6,0.0,3506.1353550469544,1.0,1.0,1.0
122.0,1.1257318348556506e6,0.0,3506.136283235964,1.0,1.0,1.0
123.0,1.1513095610081225e6,0.0,3545.743984865334,1.0,1.0,1.0
124.0,1.151309561045577e6,0.0,3545.7439849230086,1.0,1.0,1.0
125.0,1.191062854902792e6,0.0,3606.439570482013,1.0,1.0,1.0
126.0,1.191065684007486e6,0.0,3606.443853626692,1.0,1.0,1.0
127.0,1.2442886365735922e6,0.0,3686.1405170426733,1.0,1.0,1.0
128.0,1.2442886365912938e6,0.0,3686.140517068893,1.0,1.0,1.0
129.0,1.3222495461213612e6,0.0,3799.8638190921083,1.0,1.0,1.0
130.0,1.3222582092382195e6,0.0,3799.876267048883,1.0,1.0,1.0
131.0,1.327365023783404e6,0.0,3807.20712067452,1.0,1.0,1.0
132.0,1.327365023846165e6,0.0,3807.207120764527,1.0,1.0,1.0
133.0,1.4211915642324213e6,0.0,3939.4684770179388,1.0,1.0,1.0
134.0,1.4211915643352428e6,0.0,3939.4684771604466,1.0,1.0,1.0
135.0,1.5711926058905125e6,0.0,4142.152007872766,1.0,1.0,1.0
136.0,1.5712179458847905e6,0.0,4142.1854097881605,1.0,1.0,1.0
137.0,1.7318895799084692e6,0.0,4348.819864354062,1.0,1.0,1.0
138.0,1.7636135033715095e6,0.0,4388.468919431569,1.0,1.0,1.0
139.0,1.763613503394876e6,0.0,4388.468919460641,1.0,1.0,1.0
140.0,2.0834160356461033e6,0.0,4769.790677719038,1.0,1.0,1.0
141.0,2.0835074816923875e6,0.0,4769.895355254754,1.0,1.0,1.0
142.0,2.449262012281762e6,0.0,5171.647820000589,1.0,1.0,1.0
143.0,2.4492988479978237e6,0.0,5171.686709395324,1.0,1.0,1.0
144.0,2.470051584431779e6,0.0,5193.550163615928,1.0,1.0,1.0
