mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,lambda_isfinite,selected_positive_mode,vector_isfinite,vector_norm,w_norm,w_min,w_min_node,w_max,w_max_node,phi_1_norm,phi_2_norm,rebuild_error,relative_rebuild_error
40,40,w40,-Inf,NaN,false,false,true,6.009084844588261,1.77995718682765e-5,-1.6587217370484855e-6,21,2.3580875252540488e-6,62,4.274974788564087,4.22299552761839,0.0,0.0
41,41,w41,-Inf,NaN,false,false,true,6.693645411933272,9.95093219370236e-6,-1.6834753753392102e-6,52,6.794785493003468e-7,29,4.729832600049177,4.736409238664702,0.0,0.0
42,42,w42,-Inf,NaN,false,false,true,6.822565444700921,2.4656889391380993e-5,-2.991108232326192e-6,63,2.8755334077406532e-6,20,4.826955838625924,4.821607260921844,0.0,0.0
43,43,w43,-Inf,NaN,false,false,true,5.868638507989253,1.368114190739512e-5,-1.8506854129244947e-6,20,1.6449737698152194e-6,3,4.131772835461119,4.16765775627183,0.0,0.0
44,44,w44,-Inf,NaN,false,false,true,6.46495307636928,2.2717407097637186e-5,-2.198727584847997e-6,54,2.754504944500041e-6,63,4.609524816522027,4.532979069553281,0.0,0.0
45,45,w45,-Inf,NaN,false,false,true,6.561286046419807,2.2052555755866398e-5,-2.2596622390057358e-6,21,3.2776963494024315e-6,26,4.640527425979817,4.6385320728853605,0.0,0.0
46,46,w46,-Inf,NaN,false,false,true,5.622706739688905,1.932109714996211e-5,-1.8959091251674344e-6,25,2.146227937227986e-6,29,3.9899595417039135,3.961698365062087,0.0,0.0
47,47,w47,-Inf,NaN,false,false,true,7.383087835172057,1.941302168759301e-5,-1.710267039626168e-6,52,3.14039959846278e-6,21,5.230942145826138,5.210300399066124,0.0,0.0
48,48,w48,-Inf,NaN,false,false,true,7.2769518306651,1.6926685649541192e-5,-1.7979748457511396e-6,29,2.319289179653456e-6,52,5.139531684111687,5.1516251817795995,0.0,0.0
49,49,w49,-Inf,NaN,false,false,true,5.647807877313498,2.7207234708000657e-5,-3.660971885959184e-6,35,2.787847775879762e-6,52,4.025655916759236,3.961291236221534,0.0,0.0
50,50,w50,-Inf,NaN,false,false,true,8.383747760377732,3.4771461565126455e-5,-3.151328440948635e-6,23,4.075816224984701e-6,57,5.896893322738643,5.959351948716412,0.0,0.0
51,51,w51,-Inf,NaN,false,false,true,7.45936790925281,3.645401667362786e-5,-3.525050545579359e-6,61,5.590209182777112e-6,63,5.293040761682909,5.256033590020604,0.0,0.0
52,52,w52,-Inf,NaN,false,false,true,6.381627788425699,3.547910595978326e-5,-3.883115650089646e-6,33,3.735783392695767e-6,55,4.51780773377083,4.507170565823838,0.0,0.0
53,53,w53,-Inf,NaN,false,false,true,6.5960123946727025,3.082867959207027e-5,-2.648886019034762e-6,51,3.05567757894818e-6,59,4.647215877792152,4.680893514589066,0.0,0.0
54,54,w54,-Inf,NaN,false,false,true,5.626961637558936,2.21968040613029e-5,-3.4863007066208288e-6,29,1.6397835960879355e-6,57,3.971956095141741,3.9857573995833713,0.0,0.0
55,55,w55,-Inf,NaN,false,false,true,6.463254508710457,3.3546514249838764e-5,-3.1114743323837583e-6,57,3.7812748711515153e-6,20,4.571476456997751,4.568945375724679,0.0,0.0
56,56,w56,-Inf,NaN,false,false,true,6.544990967421422,4.233592903303606e-5,-3.62972200858545e-6,93,6.417845883824877e-6,63,4.6153144942852435,4.640665779893675,0.0,0.0
57,57,w57,-Inf,NaN,false,false,true,5.462446702304166,5.3119468786316986e-5,-3.266560848099809e-6,63,6.266382400034106e-6,23,3.838642779551158,3.886276570663972,0.0,0.0
58,58,w58,-Inf,NaN,false,false,true,6.8680473629318355,2.9199488096103336e-5,-2.620767384260716e-6,34,3.3731075141782834e-6,57,4.874280015224299,4.838539956619904,0.0,0.0
59,59,w59,-Inf,NaN,false,false,true,6.307599852768261,3.927805913280068e-5,-5.6786286956081965e-6,25,3.2957170567038616e-6,50,4.474633181914493,4.445612869831241,0.0,0.0
60,60,w60,-Inf,NaN,false,false,true,6.640729732032107,4.652982545359307e-5,-4.102093984060234e-6,65,6.247688879749819e-6,59,4.675813475182942,4.715512667465526,0.0,0.0
61,61,w61,-Inf,NaN,false,false,true,4.926749178791872,2.9928190659300595e-5,-1.949028177031557e-6,59,3.7728931728988245e-6,32,3.4832357164529997,3.4842397181389306,0.0,0.0
62,62,w62,-Inf,NaN,false,false,true,5.938745283688613,3.8894826219027274e-5,-4.684161412639212e-6,20,2.768163110612818e-6,63,4.1647032585127315,4.233667713880525,0.0,0.0
63,63,w63,-Inf,NaN,false,false,true,7.3165082434124065,3.658849770863806e-5,-3.5729592597661524e-6,35,5.902201454280274e-6,25,5.2008324986697625,5.146128078017821,0.0,0.0
64,64,w64,-Inf,NaN,false,false,true,8.180961986988601,9.553530673370648e-5,-1.289648543158857e-5,63,1.478899026538551e-5,58,5.806217386120854,5.763330520500571,0.0,0.0
65,65,w65,-Inf,NaN,false,false,true,5.8382600403535605,3.7894091183089244e-5,-3.958062236368406e-6,33,5.932251250711423e-6,29,4.197118413788184,4.05826038075348,0.0,0.0
66,66,w66,-Inf,NaN,false,false,true,6.806299131505451,4.718612654006306e-5,-4.337412847128569e-6,29,6.3345255569451025e-6,52,4.803610277541765,4.82193282479136,0.0,0.0
67,67,w67,-Inf,NaN,false,false,true,6.914536550266474,5.7091846657077556e-5,-6.724461349099943e-6,29,4.57850857417387e-6,57,4.814337885226299,4.9631609311593206,0.0,0.0
